Date,Open,High,Low,Close,Adj Close,Volume
9/26/2023,356.98999,357.540009,353.209991,354.209991,354.209991,53657700
9/25/2023,356.929993,359.700012,355.929993,359.609985,359.609985,39168000
9/22/2023,359.630005,361.799988,357.589996,357.910004,357.910004,51589700
9/21/2023,360.799988,361.600006,357.690002,357.859985,357.859985,69584700
9/20/2023,370.950012,371.309998,364.459991,364.540009,364.540009,45514200
9/19/2023,369.320007,370.679993,366.799988,369.869995,369.869995,37621700
9/18/2023,369.320007,371.790009,369.029999,370.660004,370.660004,36903500
9/15/2023,375.910004,376.320007,369.859985,370.809998,370.273987,69757700
9/14/2023,375.98999,378.269989,373.890015,377.269989,376.72467,48039400
9/13/2023,373.029999,375.839996,371.880005,374.209991,373.669067,46300700
9/12/2023,375.269989,376.950012,372.5,372.790009,372.25116,41391000
9/11/2023,375.660004,377.48999,373.660004,376.970001,376.42511,39936600
9/8/2023,372.01001,374.850006,371.600006,372.579987,372.041443,35800100
9/7/2023,370.209991,372.850006,369.149994,372.059998,371.522186,52060700
9/6/2023,377.279999,377.630005,372.700012,374.73999,374.198303,42998700
9/5/2023,376.769989,379.309998,375.829987,378.070007,377.523529,32344200
9/1/2023,380.399994,380.829987,376.079987,377.589996,377.044189,39772400
8/31/2023,376.940002,379.720001,376.869995,377.98999,377.443604,35730700
8/30/2023,374.880005,377.450012,373.859985,376.859985,376.315247,41731500
8/29/2023,366.559998,375.130005,366.230011,374.769989,374.228271,58492400
8/28/2023,366.98999,367.709991,364.25,366.76001,366.229858,40910000
8/25/2023,362.070007,365.73999,358.579987,364.019989,363.493805,69960500
8/24/2023,372.640015,372.73999,361.01001,361.220001,360.697876,66842500
8/23/2023,364.579987,370.220001,364.359985,369.109985,368.576447,51770600
8/22/2023,366.549988,366.559998,362.679993,363.380005,362.854736,44613500
8/21/2023,359.619995,364.589996,359.149994,363.899994,363.373993,50696500
8/18/2023,355.26001,359.410004,354.709991,358.130005,357.612335,61119500
8/17/2023,363.959991,364.309998,358.160004,358.579987,358.061676,62604300
8/16/2023,365.869995,367.429993,362.440002,362.540009,362.015961,53190500
8/15/2023,369.359985,370.170013,365.73999,366.420013,365.89035,45539900
8/14/2023,365.429993,370.470001,364.700012,370.350006,369.814667,42130800
8/11/2023,365.98999,368,364.690002,366.23999,365.710602,48683800
8/10/2023,370.970001,374.359985,367.040009,368.589996,368.05722,72035300
8/9/2023,372.290009,372.450012,367.140015,367.910004,367.378204,51150900
8/8/2023,372.640015,372.660004,368.820007,372,371.46228,44726500
8/7/2023,373.880005,375.290009,371.51001,375.190002,374.647675,37230400
8/4/2023,375.75,378.100006,371.529999,372.040009,371.502228,61646200
8/3/2023,371.940002,375.950012,371.769989,373.790009,373.249695,47666400
8/2/2023,379.26001,379.26001,373.130005,374.390015,373.848846,72687100
8/1/2023,382.309998,383.559998,380.690002,382.790009,382.236694,41060600
7/31/2023,383.790009,384.880005,382.339996,383.679993,383.125397,44019900
7/28/2023,380.73999,384.519989,380.220001,383.480011,382.92569,56902900
7/27/2023,383.070007,384.709991,375.309998,376.619995,376.075592,63940200
7/26/2023,377.720001,379.23999,375.179993,377.519989,376.974304,47075700
7/25/2023,376.950012,380.470001,376.929993,378.779999,378.232483,38894400
7/24/2023,376.619995,377.579987,374.339996,376.230011,375.686188,40380100
7/21/2023,379.179993,379.920013,375.190002,375.630005,375.087036,60439400
7/20/2023,382.609985,384.100006,375.720001,376.76001,376.215424,71941700
7/19/2023,386.820007,387.980011,384.299988,385.649994,385.09256,54093000
7/18/2023,381.959991,387.130005,380,385.73999,385.182404,55343400
7/17/2023,379.799988,383.5,379.309998,382.609985,382.056946,40868900
7/14/2023,379.589996,382.859985,378.179993,379.070007,378.522064,55097800
7/13/2023,376.049988,379.98999,375.459991,379.149994,378.601929,46960000
7/12/2023,372.339996,374.190002,370.299988,372.820007,372.281097,61975400
7/11/2023,366.790009,368.630005,364.619995,368.170013,367.637848,38214100
7/10/2023,365.959991,367.049988,363.410004,366.359985,365.830414,48498800
7/7/2023,367.230011,370.480011,366.01001,366.23999,365.710602,47083200
7/6/2023,366.51001,367.910004,364.519989,367.459991,366.928833,49374700
7/5/2023,368.700012,372.01001,368.660004,370.279999,369.744781,34460900
7/3/2023,370.070007,370.929993,368.970001,370.290009,369.754761,19432900
6/30/2023,367.549988,370.48999,367.230011,369.420013,368.886017,58668800
6/29/2023,364.23999,364.890015,362.140015,363.809998,363.284119,46151000
6/28/2023,361.980011,366.519989,361.899994,364.540009,364.013062,46498000
6/27/2023,359.25,364.570007,358.51001,363.829987,363.304077,49428100
6/26/2023,362,364.839996,357.589996,357.679993,357.162964,52685500
6/23/2023,362.209991,364.880005,360.820007,362.540009,362.015961,48873900
6/22/2023,360.630005,366.329987,360.220001,366.170013,365.640717,47603000
6/21/2023,365.73999,366.179993,360.959991,361.899994,361.376892,53378300
6/20/2023,365.950012,368.320007,363.890015,366.899994,366.369659,49204700
6/16/2023,372.720001,372.850006,367.480011,367.929993,366.894897,80875900
6/15/2023,364.609985,371.769989,363.980011,370.26001,369.218353,71138800
6/14/2023,363.269989,366.190002,360.420013,365.899994,364.870605,69525600
6/13/2023,363.290009,364.109985,360.029999,363.26001,362.238037,57097800
6/12/2023,356.190002,360.589996,355.200012,360.48999,359.47583,44606500
6/9/2023,354.630005,357.660004,353.029999,354.5,353.502686,53155900
6/8/2023,349.119995,353.619995,348.890015,353.149994,352.156464,47153900
6/7/2023,355.130005,357.119995,348.179993,348.820007,347.838684,69225900
6/6/2023,354.279999,355.820007,352.929993,354.839996,353.841705,41390400
6/5/2023,354.429993,357.5,353.850006,354.899994,353.90155,47266200
6/2/2023,353.799988,355.829987,352.01001,354.649994,353.652252,53293500
6/1/2023,347.730011,353.359985,346.660004,352.01001,351.019684,50488600
5/31/2023,348.369995,350.600006,346.51001,347.98999,347.010986,65105400
5/30/2023,352.709991,353.929993,348.529999,349.980011,348.995422,72652200
5/26/2023,340.76001,349.25,340.660004,348.399994,347.41983,63007000
5/25/2023,339.140015,341.01001,336.670013,339.720001,338.764252,66862800
5/24/2023,331.369995,332.910004,329.559998,331.649994,330.716949,62891200
5/23/2023,335.890015,337.059998,333,333.359985,332.42215,48216700
5/22/2023,336.25,338.670013,336.23999,337.640015,336.690125,43015900
5/19/2023,337.48999,338.209991,335.429993,336.51001,335.563293,61462400
5/18/2023,331.519989,337.48999,331.5,337.269989,336.321136,64213500
5/17/2023,328.23999,331.709991,327.040009,331.119995,330.188446,47486100
5/16/2023,326.059998,328.899994,326.019989,327.160004,326.239594,40019200
5/15/2023,325.51001,327.029999,323.959991,326.790009,325.870636,33375600
5/12/2023,326.73999,327.170013,322.940002,325.029999,324.11557,48396200
5/11/2023,325.700012,326.75,324.119995,326.200012,325.282318,44278500
5/10/2023,324.119995,326.01001,321.600006,325.140015,324.225311,60446600
5/9/2023,322,322.880005,321.320007,321.640015,320.735138,31768800
5/8/2023,322.420013,324.040009,321.320007,323.690002,322.779358,36465800
5/5/2023,318.470001,323.76001,316.209991,322.890015,321.981628,51776000
5/4/2023,317.059998,318.230011,315.119995,316.170013,315.280518,50224500
5/3/2023,319.75,322.470001,317.179993,317.290009,316.397369,59882100
5/2/2023,322.119995,322.450012,317.609985,319.380005,318.481476,56519400
5/1/2023,322.089996,323.630005,321.089996,322.190002,321.283569,41013400
4/28/2023,320.109985,322.649994,318.959991,322.559998,321.652527,59652500
4/27/2023,315.700012,320.859985,315.049988,320.350006,319.448761,65430400
4/26/2023,313.440002,314.940002,311.339996,311.869995,310.992584,55400500
4/25/2023,314.290009,314.970001,309.890015,309.98999,309.117889,57121600
4/24/2023,316.380005,317.73999,313.73999,315.950012,315.061127,44043100
4/21/2023,315.910004,317.399994,314.100006,316.609985,315.719238,59002300
4/20/2023,315.690002,319.269989,314.970001,316.279999,315.390198,62462100
4/19/2023,316.410004,319.790009,316.279999,318.709991,317.813354,38960100
4/18/2023,320.98999,321.420013,317.640015,318.859985,317.962921,46746900
4/17/2023,318.149994,319.200012,316.040009,318.839996,317.942993,43007000
4/14/2023,317.589996,320.359985,315.609985,318.570007,317.673767,56278300
4/13/2023,314.829987,319.649994,313.630005,319.170013,318.272095,54613800
4/12/2023,317.820007,318.420013,312.570007,313.040009,312.159332,62813300
4/11/2023,317.829987,317.890015,315.309998,315.829987,314.941437,40113600
4/10/2023,315.070007,317.920013,313.25,317.869995,316.975739,45134700
4/6/2023,314.23999,318.549988,312.820007,318.049988,317.155212,46916500
4/5/2023,318.100006,319.059998,314.070007,315.920013,315.031219,62795700
4/4/2023,320.600006,321.630005,317.829987,319.070007,318.172363,45875400
4/3/2023,318.769989,320.420013,317.420013,320.149994,319.249329,47126800
3/31/2023,315.910004,321.170013,315.600006,320.929993,320.02713,62138100
3/30/2023,315.23999,316.320007,312.809998,315.679993,314.79187,58354800
3/29/2023,310.880005,313.350006,310.049988,312.720001,311.84021,53274300
3/28/2023,308.170013,308.200012,304.769989,307.119995,306.255951,48585900
3/27/2023,311.600006,312.700012,307.890015,308.76001,307.891388,50287400
3/24/2023,309.320007,310.98999,306.950012,310.890015,310.015381,57195200
3/23/2023,309.920013,314.149994,307.01001,309.75,308.878571,74576000
3/22/2023,310.269989,315.25,305.950012,306.119995,305.258759,75791900
3/21/2023,307.940002,310.799988,306.399994,310.339996,309.466919,49757000
3/20/2023,304.26001,306.299988,302.01001,305.970001,305.109222,56359500
3/17/2023,306.720001,309.149994,303.369995,305.359985,304.030212,89923700
3/16/2023,298,307.179993,297.190002,306.809998,305.473938,98198100
3/15/2023,294.709991,299.269989,293.23999,298.929993,297.628265,83631500
3/14/2023,294.309998,297.929993,293.450012,297.369995,296.075012,73602500
3/13/2023,286.730011,294.470001,285.190002,290.690002,289.424133,97123600
3/10/2023,292.829987,294.350006,287.380005,288.549988,287.293427,98593600
3/9/2023,298.329987,300.980011,291.829987,292.660004,291.385529,71456700
3/8/2023,296.769989,298.429993,294.880005,297.820007,296.523102,50876300
3/7/2023,300.070007,301.01001,295.720001,296.339996,295.0495,65955800
3/6/2023,300.940002,304,299.820007,300.019989,298.713501,56736300
3/3/2023,295.390015,299.920013,294.869995,299.679993,298.374969,60511500
3/2/2023,288.660004,294.429993,288.369995,293.609985,292.33139,53565900
3/1/2023,293.26001,293.929993,290.200012,291.200012,289.931915,58287000
2/28/2023,293.299988,296.119995,292.959991,293.559998,292.281647,48243100
2/27/2023,295.070007,296.48999,293.339996,293.940002,292.660004,48995000
2/24/2023,291.76001,292.970001,290.049988,291.850006,290.579071,74332000
2/23/2023,297.970001,298.130005,292.549988,296.820007,295.527435,69294400
2/22/2023,294.619995,296.359985,292.559998,294.25,292.968628,51389200
2/21/2023,297.26001,298.730011,293.890015,294.029999,292.749573,46526700
2/17/2023,301.070007,301.929993,298.100006,301.160004,299.848541,58230700
